Company Code,Division,Division Description,Plant,Plant Name,Bill to State Name,Head Office,Invoice No.,Billing Type,Invoice Date,Tax Invoice No.,Accounting Doc No.,Bill to Party,Bill to Party Name,Bill to Party PAN,Bill to Party GST No,Bill To State Code,Bill To District,Ship To Party,Ship To Party Name,Ship To PAN,Ship To GST No,Ship To State Code,Ship To State Name,Ship To District,Ship To City,Pay To Party,Pay To Party Name,Material Group 1,Material Group 1 Des,Item Code,Item Description,HSN Code,Batch Number,Sale Unit (UOM),Batch Quantity,Free/Sale,Mfg. Date,Exp Date,Exchange Rate,MRP,PTS Rate,PTS Value,Discount %,Discount Amount,Net Amount,Plate Charges,Freight,Taxable Amount,IGST Rate,IGST Amount,CGST Rate,CGST Amount,SGST Rate,SGST Amount,Total Amt After Tax,TCS Base,TCS Amount,Round Off,Grand Total,Party Order No,Party Order Date,Vehicle No,LR No,Transporter Name,Payment Term,No of Boxes,Gross Weight of Prod,Distribution Channel,Sales Office,Sales Office Descrip,Sales Group,Sales Group Descript,Material Group,Material Group Descr,IRN No,Acknowledgement No,Eway Bill No,Shipment No.,Shipment Cost,Freight Amount,Service Entry Sheet,Freight PO NO
3000,01,Pharma Product,3100,,Aden,,0083000449,S1,28-12-2023,EX2330200012,100005268,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,Aden,ADEN,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,003,Critical Care,1400000077,AISHWIN INJECTION 1ML,30041090,AA2026,EA,10.000,Sales,01.02.2022,01.01.2024,81.20,35.00,0.12,1.2,0.00,0.00,-1.20,0.00,0.00,-1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.20,KYK 110,07-12-2023,,,,Pay immediately w/o deduction,0,0.030,20,O001,Mumbai Sales Office,G03,Exports,003,Critical Care,,,,,,0.00,,
3000,01,Pharma Product,3100,,Beau-BassinRose-Hill,,0090021267,ZECI,19-12-2023,EX2330200006,90001715,20000055,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,,20000055,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,BEAU-BASSIN,20000055,LINEA PHARMACEUTICALS (INT) LTD.,004,Ethical,1400004300,AMDICARE (AMLODIPINE TABLETS USP 5MG),30049072,EXCP3001,EA,10.000,Sales,01.07.2023,01.06.2025,81.20,,"8,120.00",1000,10.00,99.88,11.07,0.00,0.00,11.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,898.88,TEST_KYK,15-12-2023,,,,50% Adv. & 50% before Dispatch,0,"2,200.000",20,O001,Mumbai Sales Office,G03,Exports,004,Ethical,,,,,,0.00,,
3000,01,Pharma Product,3100,,Aden,,0090021341,ZECI,27-12-2023,EX2330200011,90001750,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,Aden,ADEN,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,004,Ethical,1400004305,VASTACARE (ATORVASTATIN TABLETS USP 40MG,30049099,EXCT3001,EA,100.000,Sales,01.08.2023,01.07.2025,81.20,,56.84,70,10.00,18.68,2.10,0.00,0.00,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,170.52,KYK 110,07-12-2023,,,SKC DISTRIBUTIONS PRIVATE LIMITED,Pay immediately w/o deduction,10,2.950,20,O001,Mumbai Sales Office,G03,Exports,004,Ethical,,,,12581,,0.00,,
3000,01,Pharma Product,3100,,Aden,,0090021341,ZECI,27-12-2023,EX2330200011,90001750,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,Aden,ADEN,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,003,Critical Care,1400001663,MEDAISH INJECTION 5ML,30041090,AL1095,EA,100.000,Sales,05.01.2023,05.01.2025,81.20,33.10,17.05,21,11.00,187.57,18.69,0.00,0.00,18.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,517.63",KYK 110,07-12-2023,,,SKC DISTRIBUTIONS PRIVATE LIMITED,Pay immediately w/o deduction,0,0.000,20,O001,Mumbai Sales Office,G03,Exports,003,Critical Care,,,,12581,,0.00,,
3000,01,Pharma Product,3100,,Aden,,0090021379,ZECI,29-12-2023,EX2330200018,90001771,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,Aden,ADEN,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,003,Critical Care,1400000077,AISHWIN INJECTION 1ML,30041090,AA2135,EA,10.000,Sales,17.10.2022,17.09.2024,81.20,35.00,9.74,1.2,8.33,8.12,1.10,0.00,0.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.32,KYK 110,15-12-2023,,,,Pay immediately w/o deduction,0,0.030,20,O001,Mumbai Sales Office,G03,Exports,003,Critical Care,0e6fa687b2bfab4dfc9b55dbaef0b4cc99b7fa95e424a93c61c8e7f629a8bebc,152410022756614,,,,0.00,,
3000,01,Pharma Product,3100,,Aden,,0090021377,ZECI,29-12-2023,EX2330200017,90001770,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,Aden,ADEN,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,003,Critical Care,1400000077,AISHWIN INJECTION 1ML,30041090,AA2060,EA,10.000,Sales,25.05.2022,25.04.2024,81.20,35.00,9.74,1.2,0.00,0.00,1.20,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.44,KYK 110,07-12-2023,,,,Pay immediately w/o deduction,10,0.030,20,O001,Mumbai Sales Office,G03,Exports,003,Critical Care,ad46c98a1dd863a50a1cfcb01c55f53c0b6c340d711e9aa0577be54697c1a064,152310022746991,,,,0.00,,
3000,01,Pharma Product,3100,,Beau-BassinRose-Hill,,0090021376,ZECI,29-12-2023,EX2330200016,90001769,20000055,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,,20000055,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,BEAU-BASSIN,20000055,LINEA PHARMACEUTICALS (INT) LTD.,003,Critical Care,1400000077,AISHWIN INJECTION 1ML,30041090,AA2060,EA,10.000,Sales,25.05.2022,25.04.2024,81.20,35.00,9.74,1.2,10.00,9.74,1.08,0.00,0.00,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.70,KYK 110,07-12-2023,,,,50% Adv. & 50% before Dispatch,0,0.030,20,O001,Mumbai Sales Office,G03,Exports,003,Critical Care,,,,,,0.00,,
3000,01,Pharma Product,3100,,Aden,,0090021341,ZECI,27-12-2023,EX2330200011,90001750,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,Aden,ADEN,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,003,Critical Care,1400000077,AISHWIN INJECTION 1ML,30041090,AA2022,EA,100.000,Sales,17.02.2022,17.01.2024,81.20,35.00,9.74,12,0.00,0.00,12.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,974.40,KYK 110,07-12-2023,,,SKC DISTRIBUTIONS PRIVATE LIMITED,Pay immediately w/o deduction,0,0.000,20,O001,Mumbai Sales Office,G03,Exports,003,Critical Care,,,,12581,,0.00,,
3000,01,Pharma Product,3100,,Aden,,0090021353,ZECI,28-12-2023,EX2330200012,90001757,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,Aden,ADEN,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,003,Critical Care,1400000077,AISHWIN INJECTION 1ML,30041090,AA2026,EA,10.000,Sales,01.02.2022,01.01.2024,81.20,35.00,9.74,1.2,0.00,0.00,1.20,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.44,KYK 110,07-12-2023,,,,Pay immediately w/o deduction,0,0.030,20,O001,Mumbai Sales Office,G03,Exports,003,Critical Care,6926f2a8f8ec3fa37c17d253207b3bfc3a389f0ab0c7a12395c316382f95ec9a,152310022744762,,,,0.00,,
3000,01,Pharma Product,3100,,Aden,,0090021354,ZECI,28-12-2023,EX2330200013,90001758,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,Aden,ADEN,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,003,Critical Care,1400000077,AISHWIN INJECTION 1ML,30041090,AA2026,EA,10.000,Sales,01.02.2022,01.01.2024,81.20,35.00,9.74,1.2,0.00,0.00,1.20,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.44,KYK 110,07-12-2023,,,,Pay immediately w/o deduction,0,0.030,20,O001,Mumbai Sales Office,G03,Exports,003,Critical Care,0afc148b129c45aed09225fc3dd214b3399b68b211c48386cd69e09975d37c1d,152310022745123,,,,0.00,,
3000,02,Services,3100,,Himachal Pradesh,,0090020990,ZSRI,20-10-2023,DI2330200275,90001576,10007629,ALKEM LABORATORIES LIMITED,AABCA9521E,02AABCA9521E1Z9,02,SOLAN,10007629,ALKEM LABORATORIES LIMITED,AABCA9521E,02AABCA9521E1Z9,02,Himachal Pradesh,SOLAN,BADDI,10007629,ALKEM LABORATORIES LIMITED,,,2000000002,CONVERSION CHARGES,998843,,EA,10.000,Sales,,,1.00,,0.00,0,0.00,0.00,"1,000.00",0.00,0.00,"1,000.00",0.00,0.00,9.00,90.00,9.00,90.00,0.00,0.00,0.00,0.00,"1,180.00",TEST_KYK,20-10-2023,,,,Payment Within 60 Days,0,0.000,10,O001,Mumbai Sales Office,G07,Generic Plant,,,,,,,,0.00,,
3000,01,Pharma Product,3100,,Aden,,0090021357,ZECI,28-12-2023,EX2330200014,90001761,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,Aden,ADEN,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,004,Ethical,1400004305,VASTACARE (ATORVASTATIN TABLETS USP 40MG,30049099,EXCT3001,EA,100.000,Sales,01.08.2023,01.07.2025,81.20,,56.84,70,0.00,0.00,2.33,0.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,189.20,test,,,,,Pay immediately w/o deduction,0,"50,000.000",20,O001,Mumbai Sales Office,G03,Exports,004,Ethical,650bf1824fce522b73de3515b415e6c54428b1ab65fd6a01f7c1410acd469f48,152310022745451,,,,0.00,,
3000,01,Pharma Product,3100,,Aden,,0090021358,ZECI,28-12-2023,EX2330200015,90001762,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,Aden,ADEN,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,004,Ethical,1400004305,VASTACARE (ATORVASTATIN TABLETS USP 40MG,30049099,EXCT3001,EA,100.000,Sales,01.08.2023,01.07.2025,81.20,,56.84,70,0.00,0.00,2.33,0.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,189.20,test,28-12-2023,,,,Pay immediately w/o deduction,0,"58,000.000",20,O001,Mumbai Sales Office,G03,Exports,004,Ethical,77916b3226b67320224379dc3ecb791cd83a2a8dfc1c53fafe33e44efa86b4fb,152310022745655,,,,0.00,,
3000,01,Pharma Product,3100,,Aden,,0090021358,ZECI,28-12-2023,EX2330200015,90001762,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,Aden,ADEN,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,004,Ethical,1400004304,VASTACARE (ATORVASTATIN TABLETS USP 20MG,30049099,EXCS3001,EA,10.000,Sales,01.07.2023,01.06.2025,81.20,,29.23,3.6,0.00,0.00,0.12,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.74,test,28-12-2023,,,,Pay immediately w/o deduction,0,0.000,20,O001,Mumbai Sales Office,G03,Exports,004,Ethical,77916b3226b67320224379dc3ecb791cd83a2a8dfc1c53fafe33e44efa86b4fb,152310022745655,,,,0.00,,
3000,01,Pharma Product,3100,,Aden,,0090021358,ZECI,28-12-2023,EX2330200015,90001762,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,,,AD,Aden,ADEN,ADEN,20000024,AL-AZZANI STORES FOR MEDICINES AND,004,Ethical,1400004303,VASTACARE (ATORVASTATIN TABLETS USP 10MG,30049099,EXCR3001,EA,10.000,Sales,01.07.2023,01.06.2025,81.20,,21.11,2.6,0.00,0.00,0.09,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.31,test,28-12-2023,,,,Pay immediately w/o deduction,0,0.000,20,O001,Mumbai Sales Office,G03,Exports,004,Ethical,77916b3226b67320224379dc3ecb791cd83a2a8dfc1c53fafe33e44efa86b4fb,152310022745655,,,,0.00,,
3000,02,Services,3100,,Himachal Pradesh,,0090021225,ZSRI,13-12-2023,DI2330200280,90001700,10007629,ALKEM LABORATORIES LIMITED,AABCA9521E,02AABCA9521E1Z9,02,SOLAN,50000009,ALKEM LABORATORIES LTD BADDI WAREHO,,02AABCA9521E1Z9,02,Himachal Pradesh,,BADDI,10007629,ALKEM LABORATORIES LIMITED,,,2000000002,CONVERSION CHARGES,998843,,EA,10.000,Sales,,,1.00,,0.00,0,0.00,0.00,"1,000.00",0.00,0.00,"1,000.00",0.00,0.00,9.00,90.00,9.00,90.00,0.00,0.00,0.00,0.00,"1,180.00",TEST_KYK,01-12-2023,,,,Payment Within 60 Days,0,0.000,10,O001,Mumbai Sales Office,G07,Generic Plant,,,,,,,,0.00,,
3000,01,Pharma Product,3100,,Beau-BassinRose-Hill,,0090021066,ZECI,09-11-2023,EX2330200002,90001637,20000055,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,,20000055,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,BEAU-BASSIN,20000055,LINEA PHARMACEUTICALS (INT) LTD.,004,Ethical,1400004300,AMDICARE (AMLODIPINE TABLETS USP 5MG),30049072,EXCP3001,CAR,"6,667.000",Sales,01.07.2023,01.06.2025,81.20,,12.18,1000.05,0.00,0.00,"1,000.05",0.00,0.00,"1,000.05",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"81,204.06",EXPORT RETURN KYK,09-11-2023,,,SCORPION EXPRESS PRIVATE LIMITED,50% Adv. & 50% before Dispatch,0,"4,40,02,558.016",20,O001,Mumbai Sales Office,G03,Exports,004,Ethical,,,,12538,,0.00,,
3000,01,Pharma Product,3100,,Beau-BassinRose-Hill,,0090021066,ZECI,09-11-2023,EX2330200002,90001637,20000055,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,,20000055,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,BEAU-BASSIN,20000055,LINEA PHARMACEUTICALS (INT) LTD.,004,Ethical,1400004301,AMDICARE (AMLODIPINE TABLETS USP 10MG),30049072,EXCQ3001,CAR,"6,667.000",Sales,01.07.2023,01.06.2025,81.20,,13.80,1133.39,0.00,0.00,"1,133.39",0.00,0.00,"1,133.39",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"92,031.27",EXPORT RETURN KYK,09-11-2023,,,SCORPION EXPRESS PRIVATE LIMITED,50% Adv. & 50% before Dispatch,0,0.000,20,O001,Mumbai Sales Office,G03,Exports,004,Ethical,,,,12538,,0.00,,
3000,01,Pharma Product,3100,,Beau-BassinRose-Hill,,0090021066,ZECI,09-11-2023,EX2330200002,90001637,20000055,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,,20000055,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,BEAU-BASSIN,20000055,LINEA PHARMACEUTICALS (INT) LTD.,004,Ethical,1400004303,VASTACARE (ATORVASTATIN TABLETS USP 10MG,30049099,EXCR3001,CAR,"6,667.000",Sales,01.07.2023,01.06.2025,81.20,,21.11,1733.42,0.00,0.00,"1,733.42",0.00,0.00,"1,733.42",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,40,753.70",EXPORT RETURN KYK,09-11-2023,,,SCORPION EXPRESS PRIVATE LIMITED,50% Adv. & 50% before Dispatch,0,0.000,20,O001,Mumbai Sales Office,G03,Exports,004,Ethical,,,,12538,,0.00,,
3000,01,Pharma Product,3100,,Beau-BassinRose-Hill,,0090021066,ZECI,09-11-2023,EX2330200002,90001637,20000055,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,,20000055,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,BEAU-BASSIN,20000055,LINEA PHARMACEUTICALS (INT) LTD.,004,Ethical,1400004304,VASTACARE (ATORVASTATIN TABLETS USP 20MG,30049099,EXCS3001,CAR,"6,667.000",Sales,01.07.2023,01.06.2025,81.20,,29.23,2400.12,0.00,0.00,"2,400.12",0.00,0.00,"2,400.12",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,94,889.74",EXPORT RETURN KYK,09-11-2023,,,SCORPION EXPRESS PRIVATE LIMITED,50% Adv. & 50% before Dispatch,0,0.000,20,O001,Mumbai Sales Office,G03,Exports,004,Ethical,,,,12538,,0.00,,
