CustCode.,CustName,CustGrp,PrfitCentr,DocumeNo.,DocuType,InvDate,DueDate.,ReferNo,ReferenDt,BalanaDue,DueDays.,DoutfulDeb,NotDue,BillinType,SalesGroup,SalesOrga,Division,BillinDocu,0to30Days,31to60Days,61to90Days,91to120Day,121to150Da,151to180Da,Abve180Day,Legal,WrittenOff
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090000221,RV,26-02-2022,26-02-2022,DI2111100015,26-02-2022,"1,40,448.00",765,"1,40,448.00",0.00,IV,,1000,01,0090000518,0.00,0.00,0.00,0.00,0.00,0.00,"1,40,448.00",,"1,40,448.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090000222,RV,26-02-2022,26-02-2022,DI2111100016,26-02-2022,"3,98,370.00",765,"3,98,370.00",0.00,IV,,1000,01,0090000519,0.00,0.00,0.00,0.00,0.00,0.00,"3,98,370.00",,"3,98,370.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090000240,RV,26-02-2022,26-02-2022,DI2111100020,26-02-2022,"6,71,555.00",765,"6,71,555.00",0.00,IV,,1000,01,0090000557,0.00,0.00,0.00,0.00,0.00,0.00,"6,71,555.00",,"6,71,555.00"
0010004443,MAHAVEER LIFE CARE,CC,0000001200,0090000266,RV,28-02-2022,28-02-2022,DI2110300043,28-02-2022,"25,536.00",763,"25,536.00",0.00,ZDOM,G08,1000,01,0090000646,0.00,0.00,0.00,0.00,0.00,0.00,"25,536.00",,"25,536.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090000267,RV,28-02-2022,28-02-2022,DI2111100021,28-02-2022,"17,31,754.00",763,"17,31,754.00",0.00,IV,,1000,01,0090000647,0.00,0.00,0.00,0.00,0.00,0.00,"17,31,754.00",,"17,31,754.00"
0010008372,RADHA KRISHNA MEDICAL AGENCY,01,0000001301,0090000325,RV,02-03-2022,02-03-2022,DI2111000090,02-03-2022,"1,800.00",761,"1,800.00",0.00,ZDOM,G09,1000,01,0090000728,0.00,0.00,0.00,0.00,0.00,0.00,"1,800.00",,"1,800.00"
0010008372,RADHA KRISHNA MEDICAL AGENCY,,0000001301,0090000415,RV,09-03-2022,09-03-2022,DI2111000132,09-03-2022,"7,560.00",754,"7,560.00",0.00,ZDOM,G09,1000,01,0090000898,0.00,0.00,0.00,0.00,0.00,0.00,"7,560.00",,"7,560.00"
0010003939,MEDICINE ZONE,CC,0000001200,0090000528,RV,08-03-2022,08-03-2022,CN2110300003,08-03-2022,"-5,41,650.00",755,"-5,41,650.00",0.00,ZRCN,G08,1000,01,0090001123,0.00,0.00,0.00,0.00,0.00,0.00,"-5,41,650.00",,"-5,41,650.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090000553,RV,16-03-2022,16-03-2022,DI2111100030,16-03-2022,"19,37,107.00",747,"19,37,107.00",0.00,IV,,1000,01,0090001174,0.00,0.00,0.00,0.00,0.00,0.00,"19,37,107.00",,"19,37,107.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090000554,RV,16-03-2022,16-03-2022,DI2111100031,16-03-2022,"22,47,921.00",747,"22,47,921.00",0.00,IV,,1000,01,0090001175,0.00,0.00,0.00,0.00,0.00,0.00,"22,47,921.00",,"22,47,921.00"
0010002419,S R ENTERPRISES,Et,0000001301,0090000617,RV,23-03-2022,23-03-2022,DI2111000174,23-03-2022,"21,405.00",740,"21,405.00",0.00,ZDOM,G09,1000,01,0090001318,0.00,0.00,0.00,0.00,0.00,0.00,"21,405.00",,"21,405.00"
0010002419,S R ENTERPRISES,Et,0000001301,0090000618,RV,23-03-2022,23-03-2022,DI2111000175,23-03-2022,"2,335.00",740,"2,335.00",0.00,ZDOM,G09,1000,01,0090001319,0.00,0.00,0.00,0.00,0.00,0.00,"2,335.00",,"2,335.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090000654,RV,24-03-2022,24-03-2022,DI2111100034,24-03-2022,"42,61,016.00",739,"42,61,016.00",0.00,IV,,1000,01,0090001396,0.00,0.00,0.00,0.00,0.00,0.00,"42,61,016.00",,"42,61,016.00"
0010004142,MUDRA INCORPORATION,CC,0000001200,0090000664,RV,26-03-2022,26-03-2022,DI2110300079,26-03-2022,"1,12,000.00",737,"1,12,000.00",0.00,ZDOM,G08,1000,01,0090001427,0.00,0.00,0.00,0.00,0.00,0.00,"1,12,000.00",,"1,12,000.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090000690,RV,26-03-2022,26-03-2022,DI2111100037,26-03-2022,"1,73,136.00",737,"1,73,136.00",0.00,IV,,1000,01,0090001473,0.00,0.00,0.00,0.00,0.00,0.00,"1,73,136.00",,"1,73,136.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090000691,RV,26-03-2022,26-03-2022,DI2111100038,26-03-2022,"45,08,330.00",737,"45,08,330.00",0.00,IV,,1000,01,0090001474,0.00,0.00,0.00,0.00,0.00,0.00,"45,08,330.00",,"45,08,330.00"
0010002206,SHEOSONS INDIA,CC,0000001200,0090000692,RV,28-03-2022,28-03-2022,DI2110300081,28-03-2022,"96,320.00",735,"96,320.00",0.00,ZDOM,G08,1000,01,0090001481,0.00,0.00,0.00,0.00,0.00,0.00,"96,320.00",,"96,320.00"
0010008430,SHREE HEALTH CARE,Et,0000001302,0090000742,RV,30-03-2022,30-03-2022,DI2110900071,30-03-2022,"7,560.00",733,"7,560.00",0.00,ZDOM,G09,1000,01,0090001589,0.00,0.00,0.00,0.00,0.00,0.00,"7,560.00",,"7,560.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090000748,RV,30-03-2022,30-03-2022,DI2111100042,30-03-2022,"48,21,038.00",733,"48,21,038.00",0.00,IV,,1000,01,0090001604,0.00,0.00,0.00,0.00,0.00,0.00,"48,21,038.00",,"48,21,038.00"
0010008443,MEDBIHEALTH CARE,Ge,0000001102,0090000758,RV,31-03-2022,31-03-2022,DI2111100043,31-03-2022,"1,28,514.00",732,"1,28,514.00",0.00,ZDOM,G07,1000,01,0090001635,0.00,0.00,0.00,0.00,0.00,0.00,"1,28,514.00",,"1,28,514.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090000784,RV,31-03-2022,31-03-2022,DI2111100044,31-03-2022,"22,82,057.00",732,"22,82,057.00",0.00,IV,,1000,01,0090001690,0.00,0.00,0.00,0.00,0.00,0.00,"22,82,057.00",,"22,82,057.00"
0010004142,MUDRA INCORPORATION,CC,0000001200,0090000028,RV,02-04-2022,02-04-2022,DI2210300002,02-04-2022,"1,28,352.00",730,"1,28,352.00",0.00,ZDOM,G08,1000,01,0090001769,0.00,0.00,0.00,0.00,0.00,0.00,"1,28,352.00",,"1,28,352.00"
0010005907,GANDHI BROTHERS,CC,0000001200,0090000030,RV,02-04-2022,02-04-2022,DI2210300003,02-04-2022,"3,75,110.00",730,"3,75,110.00",0.00,ZDOM,G08,1000,01,0090001772,0.00,0.00,0.00,0.00,0.00,0.00,"3,75,110.00",,"3,75,110.00"
0010008430,SHREE HEALTH CARE,Et,0000001302,0090000032,RV,02-04-2022,02-04-2022,DI2210900001,02-04-2022,"7,270.00",730,"7,270.00",0.00,ZDOM,G09,1000,01,0090001787,0.00,0.00,0.00,0.00,0.00,0.00,"7,270.00",,"7,270.00"
0010008430,SHREE HEALTH CARE,Et,0000001302,0090000034,RV,02-04-2022,02-04-2022,DI2210900002,02-04-2022,"2,232.00",730,"2,232.00",0.00,ZDOM,G09,1000,01,0090001789,0.00,0.00,0.00,0.00,0.00,0.00,"2,232.00",,"2,232.00"
0010008450,SATHIYA PHARMA DISTRIBUTORS,CC,0000001200,0090000062,RV,05-04-2022,05-04-2022,DI2210300006,05-04-2022,"28,000.00",727,"28,000.00",0.00,ZDOM,G08,1000,01,0090001863,0.00,0.00,0.00,0.00,0.00,0.00,"28,000.00",,"28,000.00"
0010004040,MICROPARK LOGISTICS PVT LTD,Ge,0000001200,0090000065,RV,05-04-2022,05-04-2022,DI2210300008,05-04-2022,"4,69,840.00",727,"4,69,840.00",0.00,ZDOM,G08,1000,01,0090001866,0.00,0.00,0.00,0.00,0.00,0.00,"4,69,840.00",,"4,69,840.00"
0010005907,GANDHI BROTHERS,CC,0000001200,0090000071,RV,06-04-2022,06-04-2022,DI2210300010,06-04-2022,"88,480.00",726,"88,480.00",0.00,ZDOM,G08,1000,01,0090001880,0.00,0.00,0.00,0.00,0.00,0.00,"88,480.00",,"88,480.00"
0010004142,MUDRA INCORPORATION,CC,0000001200,0090000072,RV,06-04-2022,06-04-2022,DI2210300011,06-04-2022,"5,23,981.00",726,"5,23,981.00",0.00,ZDOM,G08,1000,01,0090001881,0.00,0.00,0.00,0.00,0.00,0.00,"5,23,981.00",,"5,23,981.00"
0010008372,RADHA KRISHNA MEDICAL AGENCY,01,0000001301,0090000095,RV,07-04-2022,07-04-2022,DI2211000043,07-04-2022,"11,200.00",725,"11,200.00",0.00,ZDOM,G09,1000,01,0090001932,0.00,0.00,0.00,0.00,0.00,0.00,"11,200.00",,"11,200.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090000114,RV,08-04-2022,08-04-2022,DI2211100005,08-04-2022,"11,47,768.00",724,"11,47,768.00",0.00,IV,,1000,01,0090001968,0.00,0.00,0.00,0.00,0.00,0.00,"11,47,768.00",,"11,47,768.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090000115,RV,08-04-2022,08-04-2022,DI2211100006,08-04-2022,"5,10,321.00",724,"5,10,321.00",0.00,IV,,1000,01,0090001969,0.00,0.00,0.00,0.00,0.00,0.00,"5,10,321.00",,"5,10,321.00"
0010004142,MUDRA INCORPORATION,CC,0000001200,0090000121,RV,09-04-2022,09-04-2022,DI2210300021,09-04-2022,"1,79,200.00",723,"1,79,200.00",0.00,ZDOM,G08,1000,01,0090001995,0.00,0.00,0.00,0.00,0.00,0.00,"1,79,200.00",,"1,79,200.00"
0010002206,SHEOSONS INDIA,CC,0000001200,0090000134,RV,09-04-2022,09-04-2022,DI2210300024,09-04-2022,"2,40,800.00",723,"2,40,800.00",0.00,ZDOM,G08,1000,01,0090002016,0.00,0.00,0.00,0.00,0.00,0.00,"2,40,800.00",,"2,40,800.00"
0010007616,ALACTIS PHARMACEUTICALS PRIVATE LIM,CC,0000001200,0090000141,RV,11-04-2022,11-04-2022,DI2210300027,11-04-2022,"4,38,245.00",721,"4,38,245.00",0.00,ZDOM,G08,1000,01,0090002048,0.00,0.00,0.00,0.00,0.00,0.00,"4,38,245.00",,"4,38,245.00"
0010004040,MICROPARK LOGISTICS PVT LTD,Ge,0000001200,0090000142,RV,11-04-2022,11-04-2022,DI2210300028,11-04-2022,"40,880.00",721,"40,880.00",0.00,ZDOM,G08,1000,01,0090002049,0.00,0.00,0.00,0.00,0.00,0.00,"40,880.00",,"40,880.00"
0010006644,B M PHARMA & HEALTHCARE PVT. LTD.,CC,0000001200,0090000148,RV,11-04-2022,11-04-2022,DI2210300031,11-04-2022,"7,38,847.00",721,"7,38,847.00",0.00,ZDOM,G08,1000,01,0090002061,0.00,0.00,0.00,0.00,0.00,0.00,"7,38,847.00",,"7,38,847.00"
0010003968,MEDPRO AGENCIES PVT LTD,CC,0000001200,0090000173,RV,13-04-2022,13-04-2022,DI2210300033,13-04-2022,"4,01,839.00",719,"4,01,839.00",0.00,ZDOM,G08,1000,01,0090002134,0.00,0.00,0.00,0.00,0.00,0.00,"4,01,839.00",,"4,01,839.00"
0010005411,KERALA MEDICAL SERVICES CORP LTD,IN,0000001101,0090000241,RV,20-04-2022,20-04-2022,DI2210200070,20-04-2022,"18,973.00",712,"18,973.00",0.00,ZDOM,G06,1000,01,0090002314,0.00,0.00,0.00,0.00,0.00,0.00,"18,973.00",,"18,973.00"
0010005411,KERALA MEDICAL SERVICES CORP LTD,IN,0000001101,0090000242,RV,20-04-2022,20-04-2022,DI2210200071,20-04-2022,"14,094.00",712,"14,094.00",0.00,ZDOM,G06,1000,01,0090002315,0.00,0.00,0.00,0.00,0.00,0.00,"14,094.00",,"14,094.00"
0010005411,KERALA MEDICAL SERVICES CORP LTD,IN,0000001101,0090000243,RV,20-04-2022,20-04-2022,DI2210200072,20-04-2022,"14,636.00",712,"14,636.00",0.00,ZDOM,G06,1000,01,0090002316,0.00,0.00,0.00,0.00,0.00,0.00,"14,636.00",,"14,636.00"
0010005411,KERALA MEDICAL SERVICES CORP LTD,IN,0000001101,0090000244,RV,20-04-2022,20-04-2022,DI2210200073,20-04-2022,"25,207.00",712,"25,207.00",0.00,ZDOM,G06,1000,01,0090002317,0.00,0.00,0.00,0.00,0.00,0.00,"25,207.00",,"25,207.00"
0010005411,KERALA MEDICAL SERVICES CORP LTD,IN,0000001101,0090000245,RV,20-04-2022,20-04-2022,DI2210200074,20-04-2022,"29,137.00",712,"29,137.00",0.00,ZDOM,G06,1000,01,0090002318,0.00,0.00,0.00,0.00,0.00,0.00,"29,137.00",,"29,137.00"
0010005411,KERALA MEDICAL SERVICES CORP LTD,IN,0000001101,0090000246,RV,20-04-2022,20-04-2022,DI2210200075,20-04-2022,"12,468.00",712,"12,468.00",0.00,ZDOM,G06,1000,01,0090002319,0.00,0.00,0.00,0.00,0.00,0.00,"12,468.00",,"12,468.00"
0010005411,KERALA MEDICAL SERVICES CORP LTD,IN,0000001101,0090000247,RV,20-04-2022,20-04-2022,DI2210200076,20-04-2022,"11,384.00",712,"11,384.00",0.00,ZDOM,G06,1000,01,0090002320,0.00,0.00,0.00,0.00,0.00,0.00,"11,384.00",,"11,384.00"
0010005411,KERALA MEDICAL SERVICES CORP LTD,IN,0000001101,0090000248,RV,20-04-2022,20-04-2022,DI2210200077,20-04-2022,"11,384.00",712,"11,384.00",0.00,ZDOM,G06,1000,01,0090002321,0.00,0.00,0.00,0.00,0.00,0.00,"11,384.00",,"11,384.00"
0010005411,KERALA MEDICAL SERVICES CORP LTD,IN,0000001101,0090000249,RV,20-04-2022,20-04-2022,DI2210200078,20-04-2022,"10,435.00",712,"10,435.00",0.00,ZDOM,G06,1000,01,0090002322,0.00,0.00,0.00,0.00,0.00,0.00,"10,435.00",,"10,435.00"
0010005411,KERALA MEDICAL SERVICES CORP LTD,IN,0000001101,0090000250,RV,20-04-2022,20-04-2022,DI2210200079,20-04-2022,"6,640.00",712,"6,640.00",0.00,ZDOM,G06,1000,01,0090002326,0.00,0.00,0.00,0.00,0.00,0.00,"6,640.00",,"6,640.00"
0010005411,KERALA MEDICAL SERVICES CORP LTD,IN,0000001101,0090000251,RV,20-04-2022,20-04-2022,DI2210200080,20-04-2022,"8,131.00",712,"8,131.00",0.00,ZDOM,G06,1000,01,0090002327,0.00,0.00,0.00,0.00,0.00,0.00,"8,131.00",,"8,131.00"
0010005411,KERALA MEDICAL SERVICES CORP LTD,IN,0000001101,0090000252,RV,20-04-2022,20-04-2022,DI2210200081,20-04-2022,"7,318.00",712,"7,318.00",0.00,ZDOM,G06,1000,01,0090002328,0.00,0.00,0.00,0.00,0.00,0.00,"7,318.00",,"7,318.00"
0010005411,KERALA MEDICAL SERVICES CORP LTD,IN,0000001101,0090000253,RV,20-04-2022,20-04-2022,DI2210200082,20-04-2022,"5,421.00",712,"5,421.00",0.00,ZDOM,G06,1000,01,0090002329,0.00,0.00,0.00,0.00,0.00,0.00,"5,421.00",,"5,421.00"
0010005411,KERALA MEDICAL SERVICES CORP LTD,IN,0000001101,0090000254,RV,20-04-2022,20-04-2022,DI2210200083,20-04-2022,"9,215.00",712,"9,215.00",0.00,ZDOM,G06,1000,01,0090002330,0.00,0.00,0.00,0.00,0.00,0.00,"9,215.00",,"9,215.00"
0010005411,KERALA MEDICAL SERVICES CORP LTD,IN,0000001101,0090000255,RV,20-04-2022,20-04-2022,DI2210200084,20-04-2022,"5,285.00",712,"5,285.00",0.00,ZDOM,G06,1000,01,0090002331,0.00,0.00,0.00,0.00,0.00,0.00,"5,285.00",,"5,285.00"
0010004142,MUDRA INCORPORATION,CC,0000001200,0090000261,RV,20-04-2022,20-04-2022,DI2210300045,20-04-2022,"7,88,368.00",712,"7,88,368.00",0.00,ZDOM,G08,1000,01,0090002350,0.00,0.00,0.00,0.00,0.00,0.00,"7,88,368.00",,"7,88,368.00"
0010004040,MICROPARK LOGISTICS PVT LTD,Ge,0000001200,0090000262,RV,20-04-2022,20-04-2022,DI2210300046,20-04-2022,"6,32,792.00",712,"6,32,792.00",0.00,ZDOM,G08,1000,01,0090002352,0.00,0.00,0.00,0.00,0.00,0.00,"6,32,792.00",,"6,32,792.00"
0010007616,ALACTIS PHARMACEUTICALS PRIVATE LIM,CC,0000001200,0090000266,RV,20-04-2022,20-04-2022,DI2210300047,20-04-2022,"2,93,664.00",712,"2,93,664.00",0.00,ZDOM,G08,1000,01,0090002367,0.00,0.00,0.00,0.00,0.00,0.00,"2,93,664.00",,"2,93,664.00"
0010002206,SHEOSONS INDIA,CC,0000001200,0090000271,RV,21-04-2022,21-04-2022,DI2210300049,21-04-2022,"4,07,051.00",711,"4,07,051.00",0.00,ZDOM,G08,1000,01,0090002372,0.00,0.00,0.00,0.00,0.00,0.00,"4,07,051.00",,"4,07,051.00"
0010006644,B M PHARMA & HEALTHCARE PVT. LTD.,CC,0000001200,0090000285,RV,21-04-2022,21-04-2022,DI2210300053,21-04-2022,"2,20,192.00",711,"2,20,192.00",0.00,ZDOM,G08,1000,01,0090002398,0.00,0.00,0.00,0.00,0.00,0.00,"2,20,192.00",,"2,20,192.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090000320,RV,23-04-2022,23-04-2022,DI2211100011,23-04-2022,"14,07,467.00",709,"14,07,467.00",0.00,IV,,1000,01,0090002470,0.00,0.00,0.00,0.00,0.00,0.00,"14,07,467.00",,"14,07,467.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090000331,RV,23-04-2022,23-04-2022,DI2211100013,23-04-2022,"6,03,025.00",709,"6,03,025.00",0.00,IV,,1000,01,0090002491,0.00,0.00,0.00,0.00,0.00,0.00,"6,03,025.00",,"6,03,025.00"
0010002206,SHEOSONS INDIA,CC,0000001200,0090000358,RV,26-04-2022,26-04-2022,DI2210300073,26-04-2022,"1,78,080.00",706,"1,78,080.00",0.00,ZDOM,G08,1000,01,0090002545,0.00,0.00,0.00,0.00,0.00,0.00,"1,78,080.00",,"1,78,080.00"
0010005907,GANDHI BROTHERS,CC,0000001200,0090000359,RV,26-04-2022,26-04-2022,DI2210300074,26-04-2022,"2,35,750.00",706,"2,35,750.00",0.00,ZDOM,G08,1000,01,0090002547,0.00,0.00,0.00,0.00,0.00,0.00,"2,35,750.00",,"2,35,750.00"
0010004142,MUDRA INCORPORATION,CC,0000001200,0090000373,RV,27-04-2022,27-04-2022,DI2210300078,27-04-2022,"2,30,024.00",705,"2,30,024.00",0.00,ZDOM,G08,1000,01,0090002594,0.00,0.00,0.00,0.00,0.00,0.00,"2,30,024.00",,"2,30,024.00"
0010001068,SSC PHARMA INC,CC,0000001200,0090000374,RV,27-04-2022,27-04-2022,DI2210300079,27-04-2022,"2,21,984.00",705,"2,21,984.00",0.00,ZDOM,G08,1000,01,0090002595,0.00,0.00,0.00,0.00,0.00,0.00,"2,21,984.00",,"2,21,984.00"
0010006644,B M PHARMA & HEALTHCARE PVT. LTD.,CC,0000001200,0090000378,RV,27-04-2022,27-04-2022,DI2210300080,27-04-2022,"1,12,000.00",705,"1,12,000.00",0.00,ZDOM,G08,1000,01,0090002610,0.00,0.00,0.00,0.00,0.00,0.00,"1,12,000.00",,"1,12,000.00"
0010004142,MUDRA INCORPORATION,CC,0000001200,0090000386,RV,28-04-2022,28-04-2022,DI2210300081,28-04-2022,"2,28,838.00",704,"2,28,838.00",0.00,ZDOM,G08,1000,01,0090002626,0.00,0.00,0.00,0.00,0.00,0.00,"2,28,838.00",,"2,28,838.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090000530,RV,29-04-2022,29-04-2022,DI2211100017,29-04-2022,"9,50,477.00",703,"9,50,477.00",0.00,IV,,1000,01,0090002669,0.00,0.00,0.00,0.00,0.00,0.00,"9,50,477.00",,"9,50,477.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090000531,RV,29-04-2022,29-04-2022,DI2211100018,29-04-2022,"96,426.00",703,"96,426.00",0.00,IV,,1000,01,0090002670,0.00,0.00,0.00,0.00,0.00,0.00,"96,426.00",,"96,426.00"
0010004142,MUDRA INCORPORATION,CC,0000001200,0090000427,RV,29-04-2022,29-04-2022,DI2210300089,29-04-2022,"4,10,511.00",703,"4,10,511.00",0.00,ZDOM,G08,1000,01,0090002706,0.00,0.00,0.00,0.00,0.00,0.00,"4,10,511.00",,"4,10,511.00"
0010002206,SHEOSONS INDIA,CC,0000001200,0090000449,RV,30-04-2022,30-04-2022,DI2210300090,30-04-2022,"1,89,146.00",702,"1,89,146.00",0.00,ZDOM,G08,1000,01,0090002752,0.00,0.00,0.00,0.00,0.00,0.00,"1,89,146.00",,"1,89,146.00"
0010004142,MUDRA INCORPORATION,CC,0000001200,0090000472,RV,30-04-2022,30-04-2022,DI2210300092,30-04-2022,"1,99,500.00",702,"1,99,500.00",0.00,ZDOM,G08,1000,01,0090002791,0.00,0.00,0.00,0.00,0.00,0.00,"1,99,500.00",,"1,99,500.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090000480,RV,30-04-2022,30-04-2022,DI2211100022,30-04-2022,"8,98,007.00",702,"8,98,007.00",0.00,IV,,1000,01,0090002800,0.00,0.00,0.00,0.00,0.00,0.00,"8,98,007.00",,"8,98,007.00"
0010008030,SUMEET MEDICAL & WHOLESALE AGENCY,CC,0000001200,0090000497,RV,30-04-2022,30-04-2022,DI2210300094,30-04-2022,"97,093.00",702,"97,093.00",0.00,ZDOM,G08,1000,01,0090002819,0.00,0.00,0.00,0.00,0.00,0.00,"97,093.00",,"97,093.00"
0010004142,MUDRA INCORPORATION,CC,0000001200,0090000565,RV,05-05-2022,05-05-2022,DI2210300101,05-05-2022,"4,45,021.00",697,"4,45,021.00",0.00,ZDOM,G08,1000,01,0090002973,0.00,0.00,0.00,0.00,0.00,0.00,"4,45,021.00",,"4,45,021.00"
0010007616,ALACTIS PHARMACEUTICALS PRIVATE LIM,CC,0000001200,0090000569,RV,06-05-2022,06-05-2022,DI2210300102,06-05-2022,"3,63,953.00",696,"3,63,953.00",0.00,ZDOM,G08,1000,01,0090002991,0.00,0.00,0.00,0.00,0.00,0.00,"3,63,953.00",,"3,63,953.00"
0010008385,TRIVEDI MEDICAL AGENVY,,0000001302,0090000632,RV,11-05-2022,11-05-2022,CN2210900004,11-05-2022,"-19,064.00",691,"-19,064.00",0.00,ZRCN,G09,1000,01,0090003114,0.00,0.00,0.00,0.00,0.00,0.00,"-19,064.00",,"-19,064.00"
0010002206,SHEOSONS INDIA,CC,0000001200,0090000658,RV,13-05-2022,13-05-2022,DI2210300111,13-05-2022,"45,360.00",689,"45,360.00",0.00,ZDOM,G08,1000,01,0090003159,0.00,0.00,0.00,0.00,0.00,0.00,"45,360.00",,"45,360.00"
0010005423,KHANDELWAL ENTERPRISES,Ge,0000001200,0090000659,RV,13-05-2022,13-05-2022,DI2210300112,13-05-2022,"15,120.00",689,"15,120.00",0.00,ZDOM,G08,1000,01,0090003160,0.00,0.00,0.00,0.00,0.00,0.00,"15,120.00",,"15,120.00"
0010004040,MICROPARK LOGISTICS PVT LTD,Ge,0000001200,0090000660,RV,13-05-2022,13-05-2022,DI2210300113,13-05-2022,"5,67,818.00",689,"5,67,818.00",0.00,ZDOM,G08,1000,01,0090003161,0.00,0.00,0.00,0.00,0.00,0.00,"5,67,818.00",,"5,67,818.00"
0010008477,MEDPRO AGENCIES,CC,0000001200,0090000679,RV,16-05-2022,16-05-2022,CN2210300002,16-05-2022,"-1,95,311.00",686,"-1,95,311.00",0.00,ZRCN,G08,1000,01,0090003203,0.00,0.00,0.00,0.00,0.00,0.00,"-1,95,311.00",,"-1,95,311.00"
0010001068,SSC PHARMA INC,CC,0000001200,0090000692,RV,16-05-2022,16-05-2022,DI2210300119,16-05-2022,"3,02,400.00",686,"3,02,400.00",0.00,ZDOM,G08,1000,01,0090003224,0.00,0.00,0.00,0.00,0.00,0.00,"3,02,400.00",,"3,02,400.00"
