Invoice No.,Billing Type,Company Code,Plant,Plant Name,Head Office,Invoice Date,Tax Invoice No.,Accounting Doc No.,Bill to Party,Bill to Party Name,Bill to Party PAN,Bill to Party GST No,Bill To State Code,Bill to State Name,Bill To District,Ship To Party,Ship To Party Name,Ship To PAN,Ship To GST No,Ship To State Code,Ship To State Name,Ship To District,Ship To City,Pay To Party,Pay To Party Name,Material Group 1,Material Group 1 Des,Line Item No.,Item Code,Item Description,HSN Code,Batch Number,GL Account,Sale Unit (UOM),Batch Quantity,Free/Sale,Mfg. Date,Exp Date,Exchange Rate,MRP,PTR,Sale Rate,Sales Amount,Discount %,Discount Amount,Net Amount,Plate Charges,Freight,Taxable Amount,IGST Rate,IGST Amount,CGST Rate,CGST Amount,SGST Rate,SGST Amount,Total Amt After Tax,TCS Base,TCS Amount,Round Off,Grand Total,Party Order No,Party Order Date,Vehicle No,LR No,Transporter Name,Payment Term,No of Boxes,Gross Weight of Prod,Distribution Channel,Division,Division Description,Sales Office,Sales Office Descrip,Sales Group,Sales Group Descript,Material Group,Material Group Descr,IRN No,Acknowledgement No,Eway Bill No,Shipment No.,Shipment Cost,Freight Amount,Service Entry Sheet,Freight PO NO,Sales Empolyee,HQ Code,Hospital Name
0090034017,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900106,0090000304,10008387,YUVIKA PHARMACEUTICAL,BTZPJ0973Q,09BTZPJ0973Q1ZG,09,Uttar Pradesh,BADAUN,10008387,YUVIKA PHARMACEUTICAL,BTZPJ0973Q,09BTZPJ0973Q1ZG,09,Uttar Pradesh,BADAUN,BADAUN,10008387,YUVIKA PHARMACEUTICAL,004,Ethical,131,1400003251,NOTALGIA TABS (10x10),30042099,CBGK212008,0030000001,STP,10.000,Sales,01.12.2022,01.11.2024,1.00,"190,00","135,71",134.36,"1,343.60",0.00,0.00,"1,343.60",0.00,0.00,"1,343.60",0.00,0.00,6.00,80.62,6.00,80.62,"1,504.84",0.00,0.00,0.01,"1,504.85",MAIL,04-05-2024,,,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,16f81cb495f47e3f32d91a09dbef7825ecaa1e96249789eb7512b198214d0b77,142414798731467,431438216459,,,0.00,,,,,
0090034017,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900106,0090000304,10008387,YUVIKA PHARMACEUTICAL,BTZPJ0973Q,09BTZPJ0973Q1ZG,09,Uttar Pradesh,BADAUN,10008387,YUVIKA PHARMACEUTICAL,BTZPJ0973Q,09BTZPJ0973Q1ZG,09,Uttar Pradesh,BADAUN,BADAUN,10008387,YUVIKA PHARMACEUTICAL,004,Ethical,132,1400003251,NOTALGIA TABS (10x10),30042099,CBGK305001,0030000001,STP,40.000,Sales,01.05.2023,01.04.2025,1.00,"209,00","149,29",134.36,"5,374.40",0.00,0.00,"5,374.40",0.00,0.00,"5,374.40",0.00,0.00,6.00,322.46,6.00,322.46,"6,019.32",0.00,0.00,0.03,"6,019.35",MAIL,04-05-2024,,,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,16f81cb495f47e3f32d91a09dbef7825ecaa1e96249789eb7512b198214d0b77,142414798731467,431438216459,,,0.00,,,,,
0090034017,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900106,0090000304,10008387,YUVIKA PHARMACEUTICAL,BTZPJ0973Q,09BTZPJ0973Q1ZG,09,Uttar Pradesh,BADAUN,10008387,YUVIKA PHARMACEUTICAL,BTZPJ0973Q,09BTZPJ0973Q1ZG,09,Uttar Pradesh,BADAUN,BADAUN,10008387,YUVIKA PHARMACEUTICAL,004,Ethical,141,1400003251,NOTALGIA TABS (10x10),30042099,CBGK305001,0030000001,STP,10.000,Free,01.05.2023,01.04.2025,1.00,"209,00","149,29",134.36,"1,343.60",100.00,"1,343.60",0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,MAIL,04-05-2024,,,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,16f81cb495f47e3f32d91a09dbef7825ecaa1e96249789eb7512b198214d0b77,142414798731467,431438216459,,,0.00,,,,,
0090034019,IV,1000,1101,,,04-05-2024,DI2410200086,0090000305,3200,CELEBRITY BIOPHARMA LIMITED,AABCE5492Q,03AABCE5492Q1Z8,03,Punjab,SAS NAGAR MOHALI,3200,CELEBRITY BIOPHARMA LIMITED,AABCE5492Q,03AABCE5492Q1Z8,03,Punjab,SAS NAGAR MOHALI,ZIRAKPUR,3200,CELEBRITY BIOPHARMA LIMITED,003,Critical Care,41,1400002514,PYRONIR-PARACETAMOL INFUSION IP-100ML,30049099,A4071,0030000018,EA,"18,000.000",Sales,30.04.2024,30.03.2026,1.00,"450,00",,22.00,"3,96,000.00",0.00,0.00,"3,96,000.00",0.00,0.00,"3,96,000.00",12.00,"47,520.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,43,520.00",,,HP12C5905,2425021773,THE NALAGARH TRUCK OPERATOR UNION,,180,"2,376.000",30,01,Pharma Product,,,,,003,Critical Care,a941e4982979b217668cdc7aa2cf6d771b5e9a253ea7135b324ba48795d0d3a8,132418201708629,361771497472,18529,,0.00,,,,,
0090034020,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900107,0090000306,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,BARABANKI,10008367,MAN ENTERPRISES,004,Ethical,11,1400003231,CILATONE -TRIO 6.25 TABS (10x15),30049099,CBGR3J002,0030000001,STP,30.000,Sales,01.10.2023,30.09.2025,1.00,"152,63","109,02",98.12,"2,943.60",0.00,0.00,"2,943.60",0.00,0.00,"2,943.60",0.00,0.00,6.00,176.62,6.00,176.62,"3,296.84",0.00,0.00,0.04,"3,296.88",MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,3.700,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,c0a0b08773df3cd14be1fee07dd1f5c3e4e42c3aad08059c7e1d7960c69c3fa3,142414798841931,,,,0.00,,,,,
0090034020,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900107,0090000306,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,BARABANKI,10008367,MAN ENTERPRISES,004,Ethical,21,1400003231,CILATONE -TRIO 6.25 TABS (10x15),30049099,CBGR3J002,0030000001,STP,6.000,Free,01.10.2023,30.09.2025,1.00,"152,63","109,02",98.12,588.72,100.00,588.72,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,c0a0b08773df3cd14be1fee07dd1f5c3e4e42c3aad08059c7e1d7960c69c3fa3,142414798841931,,,,0.00,,,,,
0090034020,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900107,0090000306,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,BARABANKI,10008367,MAN ENTERPRISES,004,Ethical,31,1400003232,CILATONE-T 40 TABS (10x15),30049099,CBGQ305002,0030000001,STP,20.000,Sales,01.05.2023,01.04.2025,1.00,"123,75","88,39",79.55,"1,591.00",0.00,0.00,"1,591.00",0.00,0.00,"1,591.00",0.00,0.00,6.00,95.46,6.00,95.46,"1,781.92",0.00,0.00,0.02,"1,781.94",MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,c0a0b08773df3cd14be1fee07dd1f5c3e4e42c3aad08059c7e1d7960c69c3fa3,142414798841931,,,,0.00,,,,,
0090034020,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900107,0090000306,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,BARABANKI,10008367,MAN ENTERPRISES,004,Ethical,32,1400003232,CILATONE-T 40 TABS (10x15),30049099,CBGQ3J003,0030000001,STP,10.000,Sales,01.10.2023,01.09.2025,1.00,"123,75","88,39",79.55,795.50,0.00,0.00,795.50,0.00,0.00,795.50,0.00,0.00,6.00,47.73,6.00,47.73,890.96,0.00,0.00,0.01,890.97,MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,c0a0b08773df3cd14be1fee07dd1f5c3e4e42c3aad08059c7e1d7960c69c3fa3,142414798841931,,,,0.00,,,,,
0090034020,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900107,0090000306,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,BARABANKI,10008367,MAN ENTERPRISES,004,Ethical,41,1400003232,CILATONE-T 40 TABS (10x15),30049099,CBGQ3J003,0030000001,STP,9.000,Free,01.10.2023,01.09.2025,1.00,"123,75","88,39",79.55,715.95,100.00,715.95,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,c0a0b08773df3cd14be1fee07dd1f5c3e4e42c3aad08059c7e1d7960c69c3fa3,142414798841931,,,,0.00,,,,,
0090034020,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900107,0090000306,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,BARABANKI,10008367,MAN ENTERPRISES,004,Ethical,51,1400003270,COLLAHEX CAPSULES (10X1X10'S),21069099,CF-230875,0030000001,STP,50.000,Sales,01.01.2024,01.12.2025,1.00,"341,00","231,19",208.07,"10,403.50",0.00,0.00,"10,403.50",0.00,0.00,"10,403.50",0.00,0.00,9.00,936.32,9.00,936.32,"12,276.14",0.00,0.00,0.17,"12,276.31",MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,c0a0b08773df3cd14be1fee07dd1f5c3e4e42c3aad08059c7e1d7960c69c3fa3,142414798841931,,,,0.00,,,,,
0090034020,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900107,0090000306,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,BARABANKI,10008367,MAN ENTERPRISES,004,Ethical,61,1400003270,COLLAHEX CAPSULES (10X1X10'S),21069099,CF-230875,0030000001,STP,15.000,Free,01.01.2024,01.12.2025,1.00,"341,00","231,19",208.07,"3,121.05",100.00,"3,121.05",0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,c0a0b08773df3cd14be1fee07dd1f5c3e4e42c3aad08059c7e1d7960c69c3fa3,142414798841931,,,,0.00,,,,,
0090034020,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900107,0090000306,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,BARABANKI,10008367,MAN ENTERPRISES,004,Ethical,131,1400003278,NERVIGOR CAPS (10x1x10),30049099,CSD-23002,0030000001,STP,50.000,Sales,01.11.2023,01.10.2025,1.00,"218,90","156,36",140.72,"7,036.00",0.00,0.00,"7,036.00",0.00,0.00,"7,036.00",0.00,0.00,6.00,422.16,6.00,422.16,"7,880.32",0.00,0.00,0.10,"7,880.42",MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,c0a0b08773df3cd14be1fee07dd1f5c3e4e42c3aad08059c7e1d7960c69c3fa3,142414798841931,,,,0.00,,,,,
0090034020,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900107,0090000306,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,BARABANKI,10008367,MAN ENTERPRISES,004,Ethical,141,1400003278,NERVIGOR CAPS (10x1x10),30049099,CSD-23002,0030000001,STP,15.000,Free,01.11.2023,01.10.2025,1.00,"218,90","156,36",140.72,"2,110.80",100.00,"2,110.80",0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,c0a0b08773df3cd14be1fee07dd1f5c3e4e42c3aad08059c7e1d7960c69c3fa3,142414798841931,,,,0.00,,,,,
0090034020,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900107,0090000306,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,BARABANKI,10008367,MAN ENTERPRISES,004,Ethical,171,1400004602,FORIDA-FCM INJ 10 ML,30049099,AL3058,0030000001,EA,5.000,Sales,25.09.2023,31.08.2025,1.00,"1.494,00","1.067,14",960.43,"4,802.15",0.00,0.00,"4,802.15",0.00,0.00,"4,802.15",0.00,0.00,6.00,288.13,6.00,288.13,"5,378.41",0.00,0.00,0.07,"5,378.48",MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,c0a0b08773df3cd14be1fee07dd1f5c3e4e42c3aad08059c7e1d7960c69c3fa3,142414798841931,,,,0.00,,,,,
