CustCode.;Doc. No.;CustName;CustGrp;PrfitCentr;DocuType;InvDate;DueDate.;ReferNo;ReferenDt;BalanaDue;DueDays.;DoutfulDeb;NotDue;BillinType;SalesGroup;SalesOrga;Division;BillinDocu;0to30Days;31to60Days;61to90Days;91to120Day;121to150Day;151to180Da;Abve180Day;Legal;WrittenOff;Due Amount;Overdue Amount;Timestamp;Status
0000003200;0090000221;CELEBRITY BIOPHARMA LIMITED;;0000001102;RV;26.02.2022;26.02.2022;DI2111100015;26.02.2022;140.448,00;00808;140.448,00;0,00;IV;;1000;01;0090000518;0,00;140.448,00;0,00;0,00;0,00;0,00;0,00;;140.448,00;0,00;140.448,00;20.240.514.164.248,0000000;Update
0000003200;0090000222;CELEBRITY BIOPHARMA LIMITED;;0000001102;RV;26.02.2022;26.02.2022;DI2111100016;26.02.2022;398.370,00;00808;398.370,00;0,00;IV;;1000;01;0090000519;0,00;398.370,00;0,00;0,00;0,00;0,00;0,00;;398.370,00;0,00;398.370,00;20.240.514.164.248,0000000;Update
0000003200;0090000240;CELEBRITY BIOPHARMA LIMITED;;0000001102;RV;26.02.2022;26.02.2022;DI2111100020;26.02.2022;671.555,00;00808;671.555,00;0,00;IV;;1000;01;0090000557;0,00;671.555,00;0,00;0,00;0,00;0,00;0,00;;671.555,00;0,00;671.555,00;20.240.514.164.248,0000000;Update
0010004443;0090000266;MAHAVEER LIFE CARE;CC;0000001200;RV;28.02.2022;28.02.2022;DI2110300043;28.02.2022;25.536,00;00806;25.536,00;0,00;ZDOM;G08;1000;01;0090000646;0,00;25.536,00;0,00;0,00;0,00;0,00;0,00;;25.536,00;0,00;25.536,00;20.240.514.164.248,0000000;Update
0010008372;0090000325;RADHA KRISHNA MEDICAL AGENCY;01;0000001301;RV;02.03.2022;02.03.2022;DI2111000090;02.03.2022;1.800,00;00804;1.800,00;0,00;ZDOM;G09;1000;01;0090000728;0,00;1.800,00;0,00;0,00;0,00;0,00;0,00;LEGAL;1.800,00;0,00;1.800,00;20.240.514.164.248,0000000;Update
0010008372;0090000415;RADHA KRISHNA MEDICAL AGENCY;;0000001301;RV;09.03.2022;09.03.2022;DI2111000132;09.03.2022;7.560,00;00797;7.560,00;0,00;ZDOM;G09;1000;01;0090000898;0,00;7.560,00;0,00;0,00;0,00;0,00;0,00;LEGAL;7.560,00;0,00;7.560,00;20.240.514.164.248,0000000;Update
0010003939;0090000528;MEDICINE ZONE;CC;0000001200;RV;08.03.2022;08.03.2022;CN2110300003;08.03.2022;541.650,00-;00798;541.650,00-;0,00;ZRCN;G08;1000;01;0090001123;0,00;541.650,00-;0,00;0,00;0,00;0,00;0,00;;541.650,00-;0,00;541.650,00-;20.240.514.164.248,0000000;Update
0000003200;0090000553;CELEBRITY BIOPHARMA LIMITED;;0000001102;RV;16.03.2022;16.03.2022;DI2111100030;16.03.2022;1.937.107,00;00790;1.937.107,00;0,00;IV;;1000;01;0090001174;0,00;1.937.107,00;0,00;0,00;0,00;0,00;0,00;;1.937.107,00;0,00;1.937.107,00;20.240.514.164.248,0000000;Update
0000003200;0090000554;CELEBRITY BIOPHARMA LIMITED;;0000001102;RV;16.03.2022;16.03.2022;DI2111100031;16.03.2022;2.247.921,00;00790;2.247.921,00;0,00;IV;;1000;01;0090001175;0,00;2.247.921,00;0,00;0,00;0,00;0,00;0,00;;2.247.921,00;0,00;2.247.921,00;20.240.514.164.248,0000000;Update
0010002419;0090000617;S R ENTERPRISES;Et;0000001301;RV;23.03.2022;23.03.2022;DI2111000174;23.03.2022;21.405,00;00783;21.405,00;0,00;ZDOM;G09;1000;01;0090001318;0,00;21.405,00;0,00;0,00;0,00;0,00;0,00;;21.405,00;0,00;21.405,00;20.240.514.164.248,0000000;Update
0010002419;0090000618;S R ENTERPRISES;Et;0000001301;RV;23.03.2022;23.03.2022;DI2111000175;23.03.2022;2.335,00;00783;2.335,00;0,00;ZDOM;G09;1000;01;0090001319;0,00;2.335,00;0,00;0,00;0,00;0,00;0,00;;2.335,00;0,00;2.335,00;20.240.514.164.248,0000000;Update
0000003200;0090000654;CELEBRITY BIOPHARMA LIMITED;;0000001102;RV;24.03.2022;24.03.2022;DI2111100034;24.03.2022;4.261.016,00;00782;4.261.016,00;0,00;IV;;1000;01;0090001396;0,00;4.261.016,00;0,00;0,00;0,00;0,00;0,00;;4.261.016,00;0,00;4.261.016,00;20.240.514.164.248,0000000;Update
0010004142;0090000664;MUDRA INCORPORATION;CC;0000001200;RV;26.03.2022;26.03.2022;DI2110300079;26.03.2022;112.000,00;00780;112.000,00;0,00;ZDOM;G08;1000;01;0090001427;0,00;112.000,00;0,00;0,00;0,00;0,00;0,00;;112.000,00;0,00;112.000,00;20.240.514.164.248,0000000;Update
0000003200;0090000690;CELEBRITY BIOPHARMA LIMITED;;0000001102;RV;26.03.2022;26.03.2022;DI2111100037;26.03.2022;173.136,00;00780;173.136,00;0,00;IV;;1000;01;0090001473;0,00;173.136,00;0,00;0,00;0,00;0,00;0,00;;173.136,00;0,00;173.136,00;20.240.514.164.248,0000000;Update
0000003200;0090000691;CELEBRITY BIOPHARMA LIMITED;;0000001102;RV;26.03.2022;26.03.2022;DI2111100038;26.03.2022;4.508.330,00;00780;4.508.330,00;0,00;IV;;1000;01;0090001474;0,00;4.508.330,00;0,00;0,00;0,00;0,00;0,00;;4.508.330,00;0,00;4.508.330,00;20.240.514.164.248,0000000;Update
0010002206;0090000692;SHEOSONS INDIA;CC;0000001200;RV;28.03.2022;28.03.2022;DI2110300081;28.03.2022;96.320,00;00778;96.320,00;0,00;ZDOM;G08;1000;01;0090001481;0,00;96.320,00;0,00;0,00;0,00;0,00;0,00;;96.320,00;0,00;96.320,00;20.240.514.164.248,0000000;Update
0010008430;0090000742;SHREE HEALTH CARE;Et;0000001302;RV;30.03.2022;30.03.2022;DI2110900071;30.03.2022;7.560,00;00776;7.560,00;0,00;ZDOM;G09;1000;01;0090001589;0,00;7.560,00;0,00;0,00;0,00;0,00;0,00;;7.560,00;0,00;7.560,00;20.240.514.164.248,0000000;Update
0000003200;0090000748;CELEBRITY BIOPHARMA LIMITED;;0000001102;RV;30.03.2022;30.03.2022;DI2111100042;30.03.2022;4.821.038,00;00776;4.821.038,00;0,00;IV;;1000;01;0090001604;0,00;4.821.038,00;0,00;0,00;0,00;0,00;0,00;;4.821.038,00;0,00;4.821.038,00;20.240.514.164.248,0000000;Update
0010008443;0090000758;MEDBIHEALTH CARE;Ge;0000001102;RV;31.03.2022;31.03.2022;DI2111100043;31.03.2022;128.514,00;00775;128.514,00;0,00;ZDOM;G07;1000;01;0090001635;0,00;128.514,00;0,00;0,00;0,00;0,00;0,00;;128.514,00;0,00;128.514,00;20.240.514.164.248,0000000;Update
0000003200;0090000784;CELEBRITY BIOPHARMA LIMITED;;0000001102;RV;31.03.2022;31.03.2022;DI2111100044;31.03.2022;2.282.057,00;00775;2.282.057,00;0,00;IV;;1000;01;0090001690;0,00;2.282.057,00;0,00;0,00;0,00;0,00;0,00;;2.282.057,00;0,00;2.282.057,00;20.240.514.164.248,0000000;Update
0010004142;0090000028;MUDRA INCORPORATION;CC;0000001200;RV;02.04.2022;02.04.2022;DI2210300002;02.04.2022;128.352,00;00773;128.352,00;0,00;ZDOM;G08;1000;01;0090001769;0,00;128.352,00;0,00;0,00;0,00;0,00;0,00;;128.352,00;0,00;128.352,00;20.240.514.164.248,0000000;Update
0010005907;0090000030;GANDHI BROTHERS;CC;0000001200;RV;02.04.2022;02.04.2022;DI2210300003;02.04.2022;375.110,00;00773;375.110,00;0,00;ZDOM;G08;1000;01;0090001772;0,00;375.110,00;0,00;0,00;0,00;0,00;0,00;;375.110,00;0,00;375.110,00;20.240.514.164.248,0000000;Update
0010008430;0090000032;SHREE HEALTH CARE;Et;0000001302;RV;02.04.2022;02.04.2022;DI2210900001;02.04.2022;7.270,00;00773;7.270,00;0,00;ZDOM;G09;1000;01;0090001787;0,00;7.270,00;0,00;0,00;0,00;0,00;0,00;;7.270,00;0,00;7.270,00;20.240.514.164.248,0000000;Update
0010008430;0090000034;SHREE HEALTH CARE;Et;0000001302;RV;02.04.2022;02.04.2022;DI2210900002;02.04.2022;2.232,00;00773;2.232,00;0,00;ZDOM;G09;1000;01;0090001789;0,00;2.232,00;0,00;0,00;0,00;0,00;0,00;;2.232,00;0,00;2.232,00;20.240.514.164.248,0000000;Update
0010008450;0090000062;SATHIYA PHARMA DISTRIBUTORS;CC;0000001200;RV;05.04.2022;05.04.2022;DI2210300006;05.04.2022;28.000,00;00770;28.000,00;0,00;ZDOM;G08;1000;01;0090001863;0,00;28.000,00;0,00;0,00;0,00;0,00;0,00;;28.000,00;0,00;28.000,00;20.240.514.164.248,0000000;Update
0010004040;0090000065;MICROPARK LOGISTICS PVT LTD;Ge;0000001200;RV;05.04.2022;05.04.2022;DI2210300008;05.04.2022;469.840,00;00770;469.840,00;0,00;ZDOM;G08;1000;01;0090001866;0,00;469.840,00;0,00;0,00;0,00;0,00;0,00;;469.840,00;0,00;469.840,00;20.240.514.164.248,0000000;Update
0010005907;0090000071;GANDHI BROTHERS;CC;0000001200;RV;06.04.2022;06.04.2022;DI2210300010;06.04.2022;88.480,00;00769;88.480,00;0,00;ZDOM;G08;1000;01;0090001880;0,00;88.480,00;0,00;0,00;0,00;0,00;0,00;;88.480,00;0,00;88.480,00;20.240.514.164.248,0000000;Update
0010004142;0090000072;MUDRA INCORPORATION;CC;0000001200;RV;06.04.2022;06.04.2022;DI2210300011;06.04.2022;523.981,00;00769;523.981,00;0,00;ZDOM;G08;1000;01;0090001881;0,00;523.981,00;0,00;0,00;0,00;0,00;0,00;;523.981,00;0,00;523.981,00;20.240.514.164.248,0000000;Update
0010008372;0090000095;RADHA KRISHNA MEDICAL AGENCY;;0000001301;RV;07.04.2022;07.04.2022;DI2211000043;07.04.2022;11.200,00;00768;11.200,00;0,00;ZDOM;G09;1000;01;0090001932;0,00;11.200,00;0,00;0,00;0,00;0,00;0,00;LEGAL;11.200,00;0,00;11.200,00;20.240.514.164.248,0000000;Update
0000003200;0090000114;CELEBRITY BIOPHARMA LIMITED;;0000001102;RV;08.04.2022;08.04.2022;DI2211100005;08.04.2022;1.147.768,00;00767;1.147.768,00;0,00;IV;;1000;01;0090001968;0,00;1.147.768,00;0,00;0,00;0,00;0,00;0,00;;1.147.768,00;0,00;1.147.768,00;20.240.514.164.248,0000000;Update
0000003200;0090000115;CELEBRITY BIOPHARMA LIMITED;;0000001102;RV;08.04.2022;08.04.2022;DI2211100006;08.04.2022;510.321,00;00767;510.321,00;0,00;IV;;1000;01;0090001969;0,00;510.321,00;0,00;0,00;0,00;0,00;0,00;;510.321,00;0,00;510.321,00;20.240.514.164.248,0000000;Update
0010004142;0090000121;MUDRA INCORPORATION;CC;0000001200;RV;09.04.2022;09.04.2022;DI2210300021;09.04.2022;179.200,00;00766;179.200,00;0,00;ZDOM;G08;1000;01;0090001995;0,00;179.200,00;0,00;0,00;0,00;0,00;0,00;;179.200,00;0,00;179.200,00;20.240.514.164.248,0000000;Update
0010002206;0090000134;SHEOSONS INDIA;CC;0000001200;RV;09.04.2022;09.04.2022;DI2210300024;09.04.2022;240.800,00;00766;240.800,00;0,00;ZDOM;G08;1000;01;0090002016;0,00;240.800,00;0,00;0,00;0,00;0,00;0,00;;240.800,00;0,00;240.800,00;20.240.514.164.248,0000000;Update
0010007616;0090000141;ALACTIS PHARMACEUTICALS PRIVAT;CC;0000001200;RV;11.04.2022;11.04.2022;DI2210300027;11.04.2022;438.245,00;00764;438.245,00;0,00;ZDOM;G08;1000;01;0090002048;0,00;438.245,00;0,00;0,00;0,00;0,00;0,00;;438.245,00;0,00;438.245,00;20.240.514.164.248,0000000;Update
0010004040;0090000142;MICROPARK LOGISTICS PVT LTD;Ge;0000001200;RV;11.04.2022;11.04.2022;DI2210300028;11.04.2022;40.880,00;00764;40.880,00;0,00;ZDOM;G08;1000;01;0090002049;0,00;40.880,00;0,00;0,00;0,00;0,00;0,00;;40.880,00;0,00;40.880,00;20.240.514.164.248,0000000;Update
0010006644;0090000148;B M PHARMA & HEALTHCARE PVT. L;CC;0000001200;RV;11.04.2022;11.04.2022;DI2210300031;11.04.2022;738.847,00;00764;738.847,00;0,00;ZDOM;G08;1000;01;0090002061;0,00;738.847,00;0,00;0,00;0,00;0,00;0,00;;738.847,00;0,00;738.847,00;20.240.514.164.248,0000000;Update
0010003968;0090000173;MEDPRO AGENCIES PVT LTD;CC;0000001200;RV;13.04.2022;13.04.2022;DI2210300033;13.04.2022;401.839,00;00762;401.839,00;0,00;ZDOM;G08;1000;01;0090002134;0,00;401.839,00;0,00;0,00;0,00;0,00;0,00;;401.839,00;0,00;401.839,00;20.240.514.164.248,0000000;Update
0010005411;0090000241;KERALA MEDICAL SERVICES CORP L;IN;0000001101;RV;20.04.2022;20.04.2022;DI2210200070;20.04.2022;18.973,00;00755;18.973,00;0,00;ZDOM;G06;1000;01;0090002314;0,00;18.973,00;0,00;0,00;0,00;0,00;0,00;;18.973,00;0,00;18.973,00;20.240.514.164.248,0000000;Update
0010005411;0090000242;KERALA MEDICAL SERVICES CORP L;IN;0000001101;RV;20.04.2022;20.04.2022;DI2210200071;20.04.2022;14.094,00;00755;14.094,00;0,00;ZDOM;G06;1000;01;0090002315;0,00;14.094,00;0,00;0,00;0,00;0,00;0,00;;14.094,00;0,00;14.094,00;20.240.514.164.248,0000000;Update
0010005411;0090000243;KERALA MEDICAL SERVICES CORP L;IN;0000001101;RV;20.04.2022;20.04.2022;DI2210200072;20.04.2022;14.636,00;00755;14.636,00;0,00;ZDOM;G06;1000;01;0090002316;0,00;14.636,00;0,00;0,00;0,00;0,00;0,00;;14.636,00;0,00;14.636,00;20.240.514.164.248,0000000;Update
0010005411;0090000244;KERALA MEDICAL SERVICES CORP L;IN;0000001101;RV;20.04.2022;20.04.2022;DI2210200073;20.04.2022;25.207,00;00755;25.207,00;0,00;ZDOM;G06;1000;01;0090002317;0,00;25.207,00;0,00;0,00;0,00;0,00;0,00;;25.207,00;0,00;25.207,00;20.240.514.164.248,0000000;Update
0010005411;0090000245;KERALA MEDICAL SERVICES CORP L;IN;0000001101;RV;20.04.2022;20.04.2022;DI2210200074;20.04.2022;29.137,00;00755;29.137,00;0,00;ZDOM;G06;1000;01;0090002318;0,00;29.137,00;0,00;0,00;0,00;0,00;0,00;;29.137,00;0,00;29.137,00;20.240.514.164.248,0000000;Update
0010005411;0090000246;KERALA MEDICAL SERVICES CORP L;IN;0000001101;RV;20.04.2022;20.04.2022;DI2210200075;20.04.2022;12.468,00;00755;12.468,00;0,00;ZDOM;G06;1000;01;0090002319;0,00;12.468,00;0,00;0,00;0,00;0,00;0,00;;12.468,00;0,00;12.468,00;20.240.514.164.248,0000000;Update
0010005411;0090000247;KERALA MEDICAL SERVICES CORP L;IN;0000001101;RV;20.04.2022;20.04.2022;DI2210200076;20.04.2022;11.384,00;00755;11.384,00;0,00;ZDOM;G06;1000;01;0090002320;0,00;11.384,00;0,00;0,00;0,00;0,00;0,00;;11.384,00;0,00;11.384,00;20.240.514.164.248,0000000;Update
0010005411;0090000248;KERALA MEDICAL SERVICES CORP L;IN;0000001101;RV;20.04.2022;20.04.2022;DI2210200077;20.04.2022;11.384,00;00755;11.384,00;0,00;ZDOM;G06;1000;01;0090002321;0,00;11.384,00;0,00;0,00;0,00;0,00;0,00;;11.384,00;0,00;11.384,00;20.240.514.164.248,0000000;Update
0010005411;0090000249;KERALA MEDICAL SERVICES CORP L;IN;0000001101;RV;20.04.2022;20.04.2022;DI2210200078;20.04.2022;10.435,00;00755;10.435,00;0,00;ZDOM;G06;1000;01;0090002322;0,00;10.435,00;0,00;0,00;0,00;0,00;0,00;;10.435,00;0,00;10.435,00;20.240.514.164.248,0000000;Update
0010005411;0090000250;KERALA MEDICAL SERVICES CORP L;IN;0000001101;RV;20.04.2022;20.04.2022;DI2210200079;20.04.2022;6.640,00;00755;6.640,00;0,00;ZDOM;G06;1000;01;0090002326;0,00;6.640,00;0,00;0,00;0,00;0,00;0,00;;6.640,00;0,00;6.640,00;20.240.514.164.248,0000000;Update
0010005411;0090000251;KERALA MEDICAL SERVICES CORP L;IN;0000001101;RV;20.04.2022;20.04.2022;DI2210200080;20.04.2022;8.131,00;00755;8.131,00;0,00;ZDOM;G06;1000;01;0090002327;0,00;8.131,00;0,00;0,00;0,00;0,00;0,00;;8.131,00;0,00;8.131,00;20.240.514.164.248,0000000;Update
0010005411;0090000252;KERALA MEDICAL SERVICES CORP L;IN;0000001101;RV;20.04.2022;20.04.2022;DI2210200081;20.04.2022;7.318,00;00755;7.318,00;0,00;ZDOM;G06;1000;01;0090002328;0,00;7.318,00;0,00;0,00;0,00;0,00;0,00;;7.318,00;0,00;7.318,00;20.240.514.164.248,0000000;Update
0010005411;0090000253;KERALA MEDICAL SERVICES CORP L;IN;0000001101;RV;20.04.2022;20.04.2022;DI2210200082;20.04.2022;5.421,00;00755;5.421,00;0,00;ZDOM;G06;1000;01;0090002329;0,00;5.421,00;0,00;0,00;0,00;0,00;0,00;;5.421,00;0,00;5.421,00;20.240.514.164.248,0000000;Update
0010005411;0090000254;KERALA MEDICAL SERVICES CORP L;IN;0000001101;RV;20.04.2022;20.04.2022;DI2210200083;20.04.2022;9.215,00;00755;9.215,00;0,00;ZDOM;G06;1000;01;0090002330;0,00;9.215,00;0,00;0,00;0,00;0,00;0,00;;9.215,00;0,00;9.215,00;20.240.514.164.248,0000000;Update
0010005411;0090000255;KERALA MEDICAL SERVICES CORP L;IN;0000001101;RV;20.04.2022;20.04.2022;DI2210200084;20.04.2022;5.285,00;00755;5.285,00;0,00;ZDOM;G06;1000;01;0090002331;0,00;5.285,00;0,00;0,00;0,00;0,00;0,00;;5.285,00;0,00;5.285,00;20.240.514.164.248,0000000;Update
0010004142;0090000261;MUDRA INCORPORATION;CC;0000001200;RV;20.04.2022;20.04.2022;DI2210300045;20.04.2022;788.368,00;00755;788.368,00;0,00;ZDOM;G08;1000;01;0090002350;0,00;788.368,00;0,00;0,00;0,00;0,00;0,00;;788.368,00;0,00;788.368,00;20.240.514.164.248,0000000;Update
0010004040;0090000262;MICROPARK LOGISTICS PVT LTD;Ge;0000001200;RV;20.04.2022;20.04.2022;DI2210300046;20.04.2022;632.792,00;00755;632.792,00;0,00;ZDOM;G08;1000;01;0090002352;0,00;632.792,00;0,00;0,00;0,00;0,00;0,00;;632.792,00;0,00;632.792,00;20.240.514.164.248,0000000;Update
0010007616;0090000266;ALACTIS PHARMACEUTICALS PRIVAT;CC;0000001200;RV;20.04.2022;20.04.2022;DI2210300047;20.04.2022;293.664,00;00755;293.664,00;0,00;ZDOM;G08;1000;01;0090002367;0,00;293.664,00;0,00;0,00;0,00;0,00;0,00;;293.664,00;0,00;293.664,00;20.240.514.164.248,0000000;Update
0010002206;0090000271;SHEOSONS INDIA;CC;0000001200;RV;21.04.2022;21.04.2022;DI2210300049;21.04.2022;407.051,00;00754;407.051,00;0,00;ZDOM;G08;1000;01;0090002372;0,00;407.051,00;0,00;0,00;0,00;0,00;0,00;;407.051,00;0,00;407.051,00;20.240.514.164.248,0000000;Update
0010006644;0090000285;B M PHARMA & HEALTHCARE PVT. L;CC;0000001200;RV;21.04.2022;21.04.2022;DI2210300053;21.04.2022;220.192,00;00754;220.192,00;0,00;ZDOM;G08;1000;01;0090002398;0,00;220.192,00;0,00;0,00;0,00;0,00;0,00;;220.192,00;0,00;220.192,00;20.240.514.164.248,0000000;Update
0000003200;0090000320;CELEBRITY BIOPHARMA LIMITED;;0000001102;RV;23.04.2022;23.04.2022;DI2211100011;23.04.2022;1.407.467,00;00752;1.407.467,00;0,00;IV;;1000;01;0090002470;0,00;1.407.467,00;0,00;0,00;0,00;0,00;0,00;;1.407.467,00;0,00;1.407.467,00;20.240.514.164.248,0000000;Update
0010002206;0090000358;SHEOSONS INDIA;CC;0000001200;RV;26.04.2022;26.04.2022;DI2210300073;26.04.2022;178.080,00;00749;178.080,00;0,00;ZDOM;G08;1000;01;0090002545;0,00;178.080,00;0,00;0,00;0,00;0,00;0,00;;178.080,00;0,00;178.080,00;20.240.514.164.248,0000000;Update
0010005907;0090000359;GANDHI BROTHERS;CC;0000001200;RV;26.04.2022;26.04.2022;DI2210300074;26.04.2022;235.750,00;00749;235.750,00;0,00;ZDOM;G08;1000;01;0090002547;0,00;235.750,00;0,00;0,00;0,00;0,00;0,00;;235.750,00;0,00;235.750,00;20.240.514.164.248,0000000;Update
0010004142;0090000373;MUDRA INCORPORATION;CC;0000001200;RV;27.04.2022;27.04.2022;DI2210300078;27.04.2022;230.024,00;00748;230.024,00;0,00;ZDOM;G08;1000;01;0090002594;0,00;230.024,00;0,00;0,00;0,00;0,00;0,00;;230.024,00;0,00;230.024,00;20.240.514.164.248,0000000;Update
0010001068;0090000374;SSC PHARMA INC;IV;0000001200;RV;27.04.2022;27.04.2022;DI2210300079;27.04.2022;221.984,00;00748;221.984,00;0,00;ZDOM;G08;1000;01;0090002595;0,00;221.984,00;0,00;0,00;0,00;0,00;0,00;;221.984,00;0,00;221.984,00;20.240.514.164.248,0000000;Update
0010006644;0090000378;B M PHARMA & HEALTHCARE PVT. L;CC;0000001200;RV;27.04.2022;27.04.2022;DI2210300080;27.04.2022;112.000,00;00748;112.000,00;0,00;ZDOM;G08;1000;01;0090002610;0,00;112.000,00;0,00;0,00;0,00;0,00;0,00;;112.000,00;0,00;112.000,00;20.240.514.164.248,0000000;Update
0010004142;0090000386;MUDRA INCORPORATION;CC;0000001200;RV;28.04.2022;28.04.2022;DI2210300081;28.04.2022;228.838,00;00747;228.838,00;0,00;ZDOM;G08;1000;01;0090002626;0,00;228.838,00;0,00;0,00;0,00;0,00;0,00;;228.838,00;0,00;228.838,00;20.240.514.164.248,0000000;Update
0000003200;0090000530;CELEBRITY BIOPHARMA LIMITED;;0000001102;RV;29.04.2022;29.04.2022;DI2211100017;29.04.2022;950.477,00;00746;950.477,00;0,00;IV;;1000;01;0090002669;0,00;950.477,00;0,00;0,00;0,00;0,00;0,00;;950.477,00;0,00;950.477,00;20.240.514.164.248,0000000;Update
0000003200;0090000531;CELEBRITY BIOPHARMA LIMITED;;0000001102;RV;29.04.2022;29.04.2022;DI2211100018;29.04.2022;96.426,00;00746;96.426,00;0,00;IV;;1000;01;0090002670;0,00;96.426,00;0,00;0,00;0,00;0,00;0,00;;96.426,00;0,00;96.426,00;20.240.514.164.248,0000000;Update
0010004142;0090000427;MUDRA INCORPORATION;CC;0000001200;RV;29.04.2022;29.04.2022;DI2210300089;29.04.2022;410.511,00;00746;410.511,00;0,00;ZDOM;G08;1000;01;0090002706;0,00;410.511,00;0,00;0,00;0,00;0,00;0,00;;410.511,00;0,00;410.511,00;20.240.514.164.248,0000000;Update
0010002206;0090000449;SHEOSONS INDIA;CC;0000001200;RV;30.04.2022;30.04.2022;DI2210300090;30.04.2022;189.146,00;00745;189.146,00;0,00;ZDOM;G08;1000;01;0090002752;0,00;189.146,00;0,00;0,00;0,00;0,00;0,00;;189.146,00;0,00;189.146,00;20.240.514.164.248,0000000;Update
0010004142;0090000472;MUDRA INCORPORATION;CC;0000001200;RV;30.04.2022;30.04.2022;DI2210300092;30.04.2022;199.500,00;00745;199.500,00;0,00;ZDOM;G08;1000;01;0090002791;0,00;199.500,00;0,00;0,00;0,00;0,00;0,00;;199.500,00;0,00;199.500,00;20.240.514.164.248,0000000;Update
0000003200;0090000480;CELEBRITY BIOPHARMA LIMITED;;0000001102;RV;30.04.2022;30.04.2022;DI2211100022;30.04.2022;898.007,00;00745;898.007,00;0,00;IV;;1000;01;0090002800;0,00;898.007,00;0,00;0,00;0,00;0,00;0,00;;898.007,00;0,00;898.007,00;20.240.514.164.248,0000000;Update
